,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
470,12.459937810897827,0.0,0.005552053451538086,0.0,1.0,"(256,)",100,2,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.6900000000000001,0.6900000000000001,0.0,222,1.0,1.0,0.0
462,80.79117727279663,0.0,0.006079912185668945,0.0,1.0,"(128,)",10000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.69,0.69,0.0,223,1.0,1.0,0.0
586,17.38204574584961,0.0,0.003812074661254883,0.0,100.0,"(8,)",1000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 2}",0.6883333333333334,0.6883333333333334,0.0,224,1.0,1.0,0.0
590,14.44928789138794,0.0,0.009900093078613281,0.0,100.0,"(8,)",10000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 2}",0.6883333333333334,0.6883333333333334,0.0,224,1.0,1.0,0.0
573,175.69151186943054,0.0,0.010737895965576172,0.0,10.0,"(256,)",10000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.6883333333333331,0.6883333333333331,0.0,226,1.0,1.0,0.0
325,3.042370080947876,0.0,0.003988981246948242,0.0,0.1,"(32,)",100,1,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6866666666666666,0.6866666666666666,0.0,227,0.9697916666666667,0.9697916666666667,0.0
133,3.4051852226257324,0.0,0.003871917724609375,0.0,0.001,"(32,)",100,1,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6866666666666666,0.6866666666666666,0.0,227,0.9708333333333333,0.9708333333333333,0.0
662,15.201212882995605,0.0,0.012000083923339844,0.0,100.0,"(256,)",100,2,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.6866666666666666,0.6866666666666666,0.0,227,0.9925,0.9925,0.0
37,3.2522737979888916,0.0,0.002765178680419922,0.0,0.0001,"(32,)",100,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6866666666666666,0.6866666666666666,0.0,227,0.9725000000000001,0.9725000000000001,0.0
495,4.666460990905762,0.0,0.0018601417541503906,0.0,10.0,"(8,)",10000,3,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 3}",0.6866666666666665,0.6866666666666665,0.0,231,1.0,1.0,0.0
491,4.656332015991211,0.0,0.0019998550415039062,0.0,10.0,"(8,)",1000,3,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'max_iter': 1000, 'random_state': 3}",0.6866666666666665,0.6866666666666665,0.0,231,1.0,1.0,0.0
475,206.90457701683044,0.0,0.019331932067871094,0.0,1.0,"(256,)",1000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.6833333333333332,0.6833333333333332,0.0,233,1.0,1.0,0.0
553,103.85804009437561,0.0,0.0063018798828125,0.0,10.0,"(128,)",1000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.6833333333333332,0.6833333333333332,0.0,233,1.0,1.0,0.0
557,96.83622097969055,0.0,0.005641937255859375,0.0,10.0,"(128,)",10000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.6833333333333332,0.6833333333333332,0.0,233,1.0,1.0,0.0
191,15.21540904045105,0.0,0.019320011138916016,0.0,0.001,"(256,)",10000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.6816666666666666,0.6816666666666666,0.0,236,1.0,1.0,0.0
183,10.23623776435852,0.0,0.0072748661041259766,0.0,0.001,"(256,)",100,3,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6816666666666666,0.6816666666666666,0.0,236,1.0,1.0,0.0
566,11.604408025741577,0.0,0.00973820686340332,0.0,10.0,"(256,)",100,2,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 2}",0.6816666666666666,0.6816666666666666,0.0,236,0.9981249999999999,0.9981249999999999,0.0
187,10.163826942443848,0.0,0.006790876388549805,0.0,0.001,"(256,)",1000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.6816666666666666,0.6816666666666666,0.0,236,1.0,1.0,0.0
458,80.0549840927124,0.0,0.009132862091064453,0.0,1.0,"(128,)",1000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.68,0.68,0.0,240,1.0,1.0,0.0
77,9.808131217956543,0.0,0.008410930633544922,0.0,0.0001,"(128,)",10000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.68,0.68,0.0,240,1.0,1.0,0.0
69,9.143982887268066,0.0,0.003942251205444336,0.0,0.0001,"(128,)",100,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.68,0.68,0.0,240,1.0,1.0,0.0
73,10.620300054550171,0.0,0.019287109375,0.0,0.0001,"(128,)",1000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.68,0.68,0.0,240,1.0,1.0,0.0
568,163.71976017951965,0.0,0.013327836990356445,0.0,10.0,"(256,)",1000,0,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.6783333333333333,0.6783333333333333,0.0,244,1.0,1.0,0.0
679,1.7661147117614746,0.0,0.0066890716552734375,0.0,1000.0,"(8,)",100,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 3}",0.6783333333333333,0.6783333333333333,0.0,244,0.9866666666666667,0.9866666666666667,0.0
430,22.168253898620605,0.0,0.0032520294189453125,0.0,1.0,"(32,)",10000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.6766666666666667,0.6766666666666667,0.0,246,1.0,1.0,0.0
426,22.803232669830322,0.0,0.003470182418823242,0.0,1.0,"(32,)",1000,2,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.6766666666666667,0.6766666666666667,0.0,246,1.0,1.0,0.0
454,7.429449796676636,0.0,0.0064771175384521484,0.0,1.0,"(128,)",100,2,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6749999999999999,0.6749999999999999,0.0,248,1.0,1.0,0.0
445,33.658835887908936,0.0,0.004422187805175781,0.0,1.0,"(64,)",10000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.6749999999999999,0.6749999999999999,0.0,248,1.0,1.0,0.0
441,40.08727240562439,0.0,0.007264852523803711,0.0,1.0,"(64,)",1000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.6749999999999999,0.6749999999999999,0.0,248,1.0,1.0,0.0
569,160.81864285469055,0.0,0.026507139205932617,0.0,10.0,"(256,)",1000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.6733333333333333,0.6733333333333333,0.0,251,1.0,1.0,0.0
413,27.66789197921753,0.0,0.004525184631347656,0.0,1.0,"(16,)",10000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.6733333333333333,0.6733333333333333,0.0,251,1.0,1.0,0.0
409,29.425529956817627,0.0,0.002321958541870117,0.0,1.0,"(16,)",1000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.6733333333333333,0.6733333333333333,0.0,251,1.0,1.0,0.0
269,9.551546096801758,0.0,0.008539915084838867,0.0,0.01,"(128,)",10000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 1}",0.6716666666666667,0.6716666666666667,0.0,254,1.0,1.0,0.0
265,10.72715711593628,0.0,0.012558937072753906,0.0,0.01,"(128,)",1000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 1}",0.6716666666666667,0.6716666666666667,0.0,254,1.0,1.0,0.0
479,232.44752192497253,0.0,0.020977020263671875,0.0,1.0,"(256,)",10000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.6716666666666667,0.6716666666666667,0.0,254,1.0,1.0,0.0
261,8.888765811920166,0.0,0.008109092712402344,0.0,0.01,"(128,)",100,1,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.6716666666666667,0.6716666666666667,0.0,254,1.0,1.0,0.0
313,15.517921924591064,0.0,0.004228115081787109,0.0,0.1,"(16,)",1000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.6716666666666665,0.6716666666666665,0.0,258,1.0,1.0,0.0
317,14.937189102172852,0.0,0.0021791458129882812,0.0,0.1,"(16,)",10000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.6716666666666665,0.6716666666666665,0.0,258,1.0,1.0,0.0
436,5.587531089782715,0.0,0.006031036376953125,0.0,1.0,"(64,)",100,0,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.6699999999999999,0.6699999999999999,0.0,260,1.0,1.0,0.0
331,18.14888095855713,0.0,0.004204988479614258,0.0,0.1,"(32,)",1000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.6683333333333333,0.6683333333333333,0.0,261,1.0,1.0,0.0
335,17.10214400291443,0.0,0.011137008666992188,0.0,0.1,"(32,)",10000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.6683333333333333,0.6683333333333333,0.0,261,1.0,1.0,0.0
356,4.857055187225342,0.0,0.006491899490356445,0.0,0.1,"(128,)",100,0,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6666666666666666,0.6666666666666666,0.0,263,1.0,1.0,0.0
360,5.592826843261719,0.0,0.005033969879150391,0.0,0.1,"(128,)",1000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.6666666666666666,0.6666666666666666,0.0,263,1.0,1.0,0.0
364,4.945214033126831,0.0,0.015665054321289062,0.0,0.1,"(128,)",10000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.6666666666666666,0.6666666666666666,0.0,263,1.0,1.0,0.0
285,13.601548671722412,0.0,0.02626204490661621,0.0,0.01,"(256,)",10000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.665,0.665,0.0,266,1.0,1.0,0.0
281,15.254267930984497,0.0,0.007484912872314453,0.0,0.01,"(256,)",1000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.665,0.665,0.0,266,1.0,1.0,0.0
277,15.577953100204468,0.0,0.00793313980102539,0.0,0.01,"(256,)",100,1,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.665,0.665,0.0,266,1.0,1.0,0.0
405,3.173564910888672,0.0,0.004307985305786133,0.0,1.0,"(16,)",100,1,"{'alpha': 1.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.6633333333333334,0.6633333333333334,0.0,269,0.97625,0.97625,0.0
61,4.934826135635376,0.0,0.008683919906616211,0.0,0.0001,"(64,)",10000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.6633333333333334,0.6633333333333334,0.0,269,1.0,1.0,0.0
57,5.742735147476196,0.0,0.009106874465942383,0.0,0.0001,"(64,)",1000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.6633333333333334,0.6633333333333334,0.0,269,1.0,1.0,0.0
53,5.781689882278442,0.0,0.004663944244384766,0.0,0.0001,"(64,)",100,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6633333333333334,0.6633333333333334,0.0,269,1.0,1.0,0.0
597,2.7738521099090576,0.0,0.006428956985473633,0.0,100.0,"(16,)",100,1,"{'alpha': 100.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.6633333333333334,0.6633333333333334,0.0,269,0.9793750000000001,0.9793750000000001,0.0
517,3.1450791358947754,0.0,0.003231048583984375,0.0,10.0,"(32,)",100,1,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6633333333333333,0.6633333333333333,0.0,274,0.9700000000000001,0.9700000000000001,0.0
25,14.164034128189087,0.0,0.0035839080810546875,0.0,0.0001,"(16,)",1000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.6616666666666666,0.6616666666666666,0.0,275,0.9991666666666666,0.9991666666666666,0.0
29,16.441572189331055,0.0,0.00992894172668457,0.0,0.0001,"(16,)",10000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.6616666666666666,0.6616666666666666,0.0,275,0.9991666666666666,0.9991666666666666,0.0
838,12.68861198425293,0.0,0.005682945251464844,0.0,10000.0,"(128,)",100,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6616666666666666,0.6616666666666666,0.0,275,0.9614583333333333,0.9614583333333333,0.0
283,10.873751878738403,0.0,0.015369892120361328,0.0,0.01,"(256,)",1000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.6616666666666666,0.6616666666666666,0.0,275,1.0,1.0,0.0
279,11.218071937561035,0.0,0.03468012809753418,0.0,0.01,"(256,)",100,3,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6616666666666666,0.6616666666666666,0.0,275,1.0,1.0,0.0
287,8.996269226074219,0.0,0.006229877471923828,0.0,0.01,"(256,)",10000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.6616666666666666,0.6616666666666666,0.0,275,1.0,1.0,0.0
89,14.882036209106445,0.0,0.011980772018432617,0.0,0.0001,"(256,)",1000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.66,0.66,0.0,281,1.0,1.0,0.0
71,7.334693908691406,0.0,0.006862163543701172,0.0,0.0001,"(128,)",100,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
75,8.45205807685852,0.0,0.009337902069091797,0.0,0.0001,"(128,)",1000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
175,6.497480869293213,0.0,0.04820609092712402,0.0,0.001,"(128,)",10000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
79,5.926538944244385,0.0,0.0034689903259277344,0.0,0.0001,"(128,)",10000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
85,17.5830340385437,0.0,0.01222991943359375,0.0,0.0001,"(256,)",100,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.66,0.66,0.0,281,1.0,1.0,0.0
172,8.048561334609985,0.0,0.005850791931152344,0.0,0.001,"(128,)",10000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.66,0.66,0.0,281,1.0,1.0,0.0
171,9.423099994659424,0.0,0.012169837951660156,0.0,0.001,"(128,)",1000,3,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
453,9.696943044662476,0.0,0.006185054779052734,0.0,1.0,"(128,)",100,1,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 1}",0.66,0.66,0.0,281,1.0,1.0,0.0
168,8.540831089019775,0.0,0.019148588180541992,0.0,0.001,"(128,)",1000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.66,0.66,0.0,281,1.0,1.0,0.0
93,13.264155864715576,0.0,0.03490900993347168,0.0,0.0001,"(256,)",10000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.66,0.66,0.0,281,1.0,1.0,0.0
167,7.562653064727783,0.0,0.00902104377746582,0.0,0.001,"(128,)",100,3,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.66,0.66,0.0,281,1.0,1.0,0.0
164,5.543385028839111,0.0,0.0041658878326416016,0.0,0.001,"(128,)",100,0,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.66,0.66,0.0,281,1.0,1.0,0.0
694,3.4645869731903076,0.0,0.007941246032714844,0.0,1000.0,"(16,)",100,2,"{'alpha': 1000.0, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 2}",0.66,0.66,0.0,281,0.9766666666666666,0.9766666666666666,0.0
72,10.612351894378662,0.0,0.012431144714355469,0.0,0.0001,"(128,)",1000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
851,2.1351819038391113,0.0,0.005212068557739258,0.0,10000.0,"(256,)",10,3,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,0.8860416666666667,0.8860416666666667,0.0
76,7.285229206085205,0.0,0.004400014877319336,0.0,0.0001,"(128,)",10000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
351,4.426984786987305,0.0,0.03969836235046387,0.0,0.1,"(64,)",10000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
347,6.983234882354736,0.0,0.0035638809204101562,0.0,0.1,"(64,)",1000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
87,13.337302684783936,0.0,0.013100147247314453,0.0,0.0001,"(256,)",100,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
670,42.99683499336243,0.0,0.009202957153320312,0.0,100.0,"(256,)",10000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 2}",0.6583333333333333,0.6583333333333333,0.0,295,0.9954166666666667,0.9954166666666667,0.0
666,33.62586283683777,0.0,0.006347179412841797,0.0,100.0,"(256,)",1000,2,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.6583333333333333,0.6583333333333333,0.0,295,0.9954166666666667,0.9954166666666667,0.0
91,10.688145160675049,0.0,0.00562596321105957,0.0,0.0001,"(256,)",1000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
95,11.143062829971313,0.0,0.014599084854125977,0.0,0.0001,"(256,)",10000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
68,9.972522974014282,0.0,0.012251138687133789,0.0,0.0001,"(128,)",100,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
343,3.930241107940674,0.0,0.0023119449615478516,0.0,0.1,"(64,)",100,3,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.6583333333333333,0.6583333333333333,0.0,295,1.0,1.0,0.0
263,7.724364757537842,0.0,0.013576269149780273,0.0,0.01,"(128,)",100,3,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.6566666666666667,0.6566666666666667,0.0,307,1.0,1.0,0.0
455,8.72213888168335,0.0,0.01708197593688965,0.0,1.0,"(128,)",100,3,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.6566666666666667,0.6566666666666667,0.0,307,1.0,1.0,0.0
271,8.967496871948242,0.0,0.010866880416870117,0.0,0.01,"(128,)",10000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.6566666666666667,0.6566666666666667,0.0,307,1.0,1.0,0.0
422,4.167322158813477,0.0,0.004277944564819336,0.0,1.0,"(32,)",100,2,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6566666666666667,0.6566666666666667,0.0,307,0.9993750000000001,0.9993750000000001,0.0
267,7.0668017864227295,0.0,0.009247064590454102,0.0,0.01,"(128,)",1000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.6566666666666667,0.6566666666666667,0.0,307,1.0,1.0,0.0
421,4.37024188041687,0.0,0.007605075836181641,0.0,1.0,"(32,)",100,1,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 1}",0.6566666666666666,0.6566666666666666,0.0,312,0.9702083333333333,0.9702083333333333,0.0
806,3.2940707206726074,0.0,0.003294229507446289,0.0,10000.0,"(32,)",100,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 2}",0.6549999999999999,0.6549999999999999,0.0,313,0.9289583333333334,0.9289583333333334,0.0
157,3.929908037185669,0.0,0.014225244522094727,0.0,0.001,"(64,)",10000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
153,4.430384159088135,0.0,0.002290010452270508,0.0,0.001,"(64,)",1000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
149,4.21981406211853,0.0,0.002328157424926758,0.0,0.001,"(64,)",100,1,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
525,11.23297381401062,0.0,0.005182027816772461,0.0,10.0,"(32,)",10000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,0.9872916666666668,0.9872916666666668,0.0
253,7.3998637199401855,0.0,0.0057179927825927734,0.0,0.01,"(64,)",10000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
521,9.711779117584229,0.0,0.019491910934448242,0.0,10.0,"(32,)",1000,1,"{'alpha': 10.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,0.9872916666666668,0.9872916666666668,0.0
249,4.293203115463257,0.0,0.006509065628051758,0.0,0.01,"(64,)",1000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
245,3.9270119667053223,0.0,0.004042863845825195,0.0,0.01,"(64,)",100,1,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
452,7.887593984603882,0.0,0.00384521484375,0.0,1.0,"(128,)",100,0,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6549999999999999,0.6549999999999999,0.0,313,1.0,1.0,0.0
367,7.671280860900879,0.0,0.004857063293457031,0.0,0.1,"(128,)",10000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
363,5.968514680862427,0.0,0.007417201995849609,0.0,0.1,"(128,)",1000,3,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
276,12.12247610092163,0.0,0.011342048645019531,0.0,0.01,"(256,)",100,0,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
185,14.808925867080688,0.0,0.005673885345458984,0.0,0.001,"(256,)",1000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
359,6.311357259750366,0.0,0.0031669139862060547,0.0,0.1,"(128,)",100,3,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
280,10.192242860794067,0.0,0.005362033843994141,0.0,0.01,"(256,)",1000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
284,10.532778024673462,0.0,0.015032052993774414,0.0,0.01,"(256,)",10000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
