,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_max_iter,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
181,15.932121753692627,0.0,0.007376194000244141,0.0,0.001,"(256,)",100,1,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
189,16.327177047729492,0.0,0.009939908981323242,0.0,0.001,"(256,)",10000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
570,153.43893027305603,0.0,0.010583877563476562,0.0,10.0,"(256,)",1000,2,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 2}",0.6516666666666667,0.6516666666666667,0.0,323,1.0,1.0,0.0
759,18.044911861419678,0.0,0.007395267486572266,0.0,1000.0,"(256,)",100,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 3}",0.65,0.65,0.0,333,0.9891666666666667,0.9891666666666667,0.0
816,0.46911096572875977,0.0,0.004087209701538086,0.0,10000.0,"(64,)",10,0,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.65,0.65,0.0,333,0.8812500000000001,0.8812500000000001,0.0
550,7.70233416557312,0.0,0.004671812057495117,0.0,10.0,"(128,)",100,2,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.65,0.65,0.0,333,0.999375,0.999375,0.0
533,5.364783048629761,0.0,0.002995014190673828,0.0,10.0,"(64,)",100,1,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.65,0.65,0.0,333,1.0,1.0,0.0
166,5.9821457862854,0.0,0.003941059112548828,0.0,0.001,"(128,)",100,2,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6499999999999999,0.6499999999999999,0.0,337,1.0,1.0,0.0
170,6.856766939163208,0.0,0.016613006591796875,0.0,0.001,"(128,)",1000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.6499999999999999,0.6499999999999999,0.0,337,1.0,1.0,0.0
174,8.414757251739502,0.0,0.007433891296386719,0.0,0.001,"(128,)",10000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.6499999999999999,0.6499999999999999,0.0,337,1.0,1.0,0.0
362,5.242394924163818,0.0,0.018973350524902344,0.0,0.1,"(128,)",1000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.6483333333333333,0.6483333333333333,0.0,340,1.0,1.0,0.0
366,9.467739820480347,0.0,0.006951093673706055,0.0,0.1,"(128,)",10000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.6483333333333333,0.6483333333333333,0.0,340,1.0,1.0,0.0
358,4.9436259269714355,0.0,0.004130125045776367,0.0,0.1,"(128,)",100,2,"{'alpha': 0.1, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6483333333333333,0.6483333333333333,0.0,340,1.0,1.0,0.0
822,7.6636528968811035,0.0,0.0050220489501953125,0.0,10000.0,"(64,)",100,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 2}",0.6483333333333333,0.6483333333333333,0.0,340,0.9472916666666666,0.9472916666666666,0.0
469,16.953721046447754,0.0,0.019674062728881836,0.0,1.0,"(256,)",100,1,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.6483333333333333,0.6483333333333333,0.0,340,1.0,1.0,0.0
237,18.860208988189697,0.0,0.0023381710052490234,0.0,0.01,"(32,)",10000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.6466666666666667,0.6466666666666667,0.0,345,0.998125,0.998125,0.0
233,19.938801050186157,0.0,0.009474992752075195,0.0,0.01,"(32,)",1000,1,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.6466666666666667,0.6466666666666667,0.0,345,0.998125,0.998125,0.0
647,8.06055998802185,0.0,0.010895013809204102,0.0,100.0,"(128,)",100,3,"{'alpha': 100.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.6466666666666666,0.6466666666666666,0.0,347,0.9889583333333333,0.9889583333333333,0.0
624,0.5475037097930908,0.0,0.002763032913208008,0.0,100.0,"(64,)",10,0,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6466666666666666,0.6466666666666666,0.0,347,0.88,0.88,0.0
720,0.39788079261779785,0.0,0.0043392181396484375,0.0,1000.0,"(64,)",10,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6466666666666666,0.6466666666666666,0.0,347,0.8804166666666667,0.8804166666666667,0.0
43,23.193578004837036,0.0,0.0340731143951416,0.0,0.0001,"(32,)",1000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.6466666666666666,0.6466666666666666,0.0,347,1.0,1.0,0.0
582,2.316988229751587,0.0,0.006414175033569336,0.0,100.0,"(8,)",100,2,"{'alpha': 100.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 2}",0.6466666666666666,0.6466666666666666,0.0,347,0.9702083333333333,0.9702083333333333,0.0
47,21.85610008239746,0.0,0.008107900619506836,0.0,0.0001,"(32,)",10000,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.6466666666666666,0.6466666666666666,0.0,347,1.0,1.0,0.0
376,8.917074918746948,0.0,0.010503292083740234,0.0,0.1,"(256,)",1000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.645,0.645,0.0,353,1.0,1.0,0.0
377,11.516770124435425,0.0,0.011850118637084961,0.0,0.1,"(256,)",1000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 1}",0.645,0.645,0.0,353,1.0,1.0,0.0
372,9.047199249267578,0.0,0.006272792816162109,0.0,0.1,"(256,)",100,0,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.645,0.645,0.0,353,1.0,1.0,0.0
373,11.720046043395996,0.0,0.00530695915222168,0.0,0.1,"(256,)",100,1,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.645,0.645,0.0,353,1.0,1.0,0.0
612,2.7301487922668457,0.0,0.004225015640258789,0.0,100.0,"(32,)",100,0,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 0}",0.645,0.645,0.0,353,0.9597916666666668,0.9597916666666668,0.0
381,10.466400146484375,0.0,0.004812955856323242,0.0,0.1,"(256,)",10000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.645,0.645,0.0,353,1.0,1.0,0.0
380,8.94655704498291,0.0,0.004691123962402344,0.0,0.1,"(256,)",10000,0,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.645,0.645,0.0,353,1.0,1.0,0.0
238,5.216589689254761,0.0,0.003531217575073242,0.0,0.01,"(32,)",10000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.645,0.645,0.0,353,1.0,1.0,0.0
135,6.418701171875,0.0,0.006711721420288086,0.0,0.001,"(32,)",100,3,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.645,0.645,0.0,353,0.9864583333333332,0.9864583333333332,0.0
234,5.142107963562012,0.0,0.0064640045166015625,0.0,0.01,"(32,)",1000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.645,0.645,0.0,353,1.0,1.0,0.0
48,0.8213670253753662,0.0,0.003799915313720703,0.0,0.0001,"(64,)",10,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
743,11.767075061798096,0.0,0.0061609745025634766,0.0,1000.0,"(128,)",100,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 3}",0.6449999999999999,0.6449999999999999,0.0,363,0.9789583333333333,0.9789583333333333,0.0
432,0.6727890968322754,0.0,0.004782915115356445,0.0,1.0,"(64,)",10,0,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
336,0.49648404121398926,0.0,0.04250025749206543,0.0,0.1,"(64,)",10,0,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
84,10.286948204040527,0.0,0.009412765502929688,0.0,0.0001,"(256,)",100,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,1.0,1.0,0.0
88,10.096147298812866,0.0,0.018101930618286133,0.0,0.0001,"(256,)",1000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,1.0,1.0,0.0
468,17.332133769989014,0.0,0.012668132781982422,0.0,1.0,"(256,)",100,0,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,1.0,1.0,0.0
528,0.5007836818695068,0.0,0.002966165542602539,0.0,10.0,"(64,)",10,0,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
144,0.6572220325469971,0.0,0.017550945281982422,0.0,0.001,"(64,)",10,0,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
240,0.5516939163208008,0.0,0.007300138473510742,0.0,0.01,"(64,)",10,0,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,0.8795833333333333,0.8795833333333333,0.0
818,1.8267138004302979,0.0,0.004605293273925781,0.0,10000.0,"(64,)",10,2,"{'alpha': 10000.0, 'hidden_layer_sizes': (64,), 'max_iter': 10, 'random_state': 2}",0.6449999999999999,0.6449999999999999,0.0,363,0.7833333333333333,0.7833333333333333,0.0
92,10.26664400100708,0.0,0.006436824798583984,0.0,0.0001,"(256,)",10000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.6449999999999999,0.6449999999999999,0.0,363,1.0,1.0,0.0
463,27.09662103652954,0.0,0.0045719146728515625,0.0,1.0,"(128,)",10000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 3}",0.6433333333333334,0.6433333333333334,0.0,375,1.0,1.0,0.0
138,6.635806083679199,0.0,0.005182981491088867,0.0,0.001,"(32,)",1000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.6433333333333334,0.6433333333333334,0.0,375,1.0,1.0,0.0
142,5.402093887329102,0.0,0.035475969314575195,0.0,0.001,"(32,)",10000,2,"{'alpha': 0.001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.6433333333333334,0.6433333333333334,0.0,375,1.0,1.0,0.0
615,2.627790927886963,0.0,0.007169961929321289,0.0,100.0,"(32,)",100,3,"{'alpha': 100.0, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6433333333333334,0.6433333333333334,0.0,375,0.98375,0.98375,0.0
459,26.877134084701538,0.0,0.01189875602722168,0.0,1.0,"(128,)",1000,3,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 3}",0.6433333333333334,0.6433333333333334,0.0,375,1.0,1.0,0.0
125,12.107586860656738,0.0,0.0020651817321777344,0.0,0.001,"(16,)",10000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (16,), 'max_iter': 10000, 'random_state': 1}",0.6433333333333333,0.6433333333333333,0.0,380,0.9991666666666666,0.9991666666666666,0.0
39,3.11657977104187,0.0,0.0040781497955322266,0.0,0.0001,"(32,)",100,3,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6433333333333333,0.6433333333333333,0.0,380,0.9847916666666667,0.9847916666666667,0.0
188,9.951502799987793,0.0,0.006580829620361328,0.0,0.001,"(256,)",10000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 0}",0.6433333333333333,0.6433333333333333,0.0,380,1.0,1.0,0.0
180,8.319685935974121,0.0,0.013509035110473633,0.0,0.001,"(256,)",100,0,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6433333333333333,0.6433333333333333,0.0,380,1.0,1.0,0.0
121,14.087359189987183,0.0,0.004185914993286133,0.0,0.001,"(16,)",1000,1,"{'alpha': 0.001, 'hidden_layer_sizes': (16,), 'max_iter': 1000, 'random_state': 1}",0.6433333333333333,0.6433333333333333,0.0,380,0.9991666666666666,0.9991666666666666,0.0
184,9.138089895248413,0.0,0.007765054702758789,0.0,0.001,"(256,)",1000,0,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'max_iter': 1000, 'random_state': 0}",0.6433333333333333,0.6433333333333333,0.0,380,1.0,1.0,0.0
231,5.507953882217407,0.0,0.005295276641845703,0.0,0.01,"(32,)",100,3,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 100, 'random_state': 3}",0.6433333333333333,0.6433333333333333,0.0,380,0.9839583333333333,0.9839583333333333,0.0
660,15.831457138061523,0.0,0.011837005615234375,0.0,100.0,"(256,)",100,0,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6433333333333333,0.6433333333333333,0.0,380,0.9920833333333334,0.9920833333333334,0.0
56,6.276280879974365,0.0,0.018000125885009766,0.0,0.0001,"(64,)",1000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 0}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
60,7.082223892211914,0.0,0.004813194274902344,0.0,0.0001,"(64,)",10000,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 0}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
235,10.707245111465454,0.0,0.0022656917572021484,0.0,0.01,"(32,)",1000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 3}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
437,4.95905876159668,0.0,0.008899211883544922,0.0,1.0,"(64,)",100,1,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
239,10.410003423690796,0.0,0.002681732177734375,0.0,0.01,"(32,)",10000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 3}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
52,5.821166038513184,0.0,0.009053945541381836,0.0,0.0001,"(64,)",100,0,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 0}",0.6416666666666667,0.6416666666666667,0.0,388,1.0,1.0,0.0
564,16.108846187591553,0.0,0.008250713348388672,0.0,10.0,"(256,)",100,0,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 0}",0.6416666666666666,0.6416666666666666,0.0,394,0.9997916666666667,0.9997916666666667,0.0
477,185.718111038208,0.0,0.044291019439697266,0.0,1.0,"(256,)",10000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'max_iter': 10000, 'random_state': 1}",0.6416666666666666,0.6416666666666666,0.0,394,1.0,1.0,0.0
429,20.70468807220459,0.0,0.0029439926147460938,0.0,1.0,"(32,)",10000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.6416666666666666,0.6416666666666666,0.0,394,0.9964583333333333,0.9964583333333333,0.0
425,22.497529983520508,0.0,0.01411890983581543,0.0,1.0,"(32,)",1000,1,"{'alpha': 1.0, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.6416666666666666,0.6416666666666666,0.0,394,0.9964583333333333,0.9964583333333333,0.0
42,7.234695911407471,0.0,0.0046961307525634766,0.0,0.0001,"(32,)",1000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.64,0.64,0.0,398,1.0,1.0,0.0
46,6.19592022895813,0.0,0.002749919891357422,0.0,0.0001,"(32,)",10000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.64,0.64,0.0,398,1.0,1.0,0.0
439,5.249228000640869,0.0,0.00525212287902832,0.0,1.0,"(64,)",100,3,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.64,0.64,0.0,398,1.0,1.0,0.0
78,7.207719802856445,0.0,0.007722377777099609,0.0,0.0001,"(128,)",10000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
262,5.799929141998291,0.0,0.003905773162841797,0.0,0.01,"(128,)",100,2,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
70,6.191946029663086,0.0,0.0041158199310302734,0.0,0.0001,"(128,)",100,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
21,3.297624111175537,0.0,0.004492044448852539,0.0,0.0001,"(16,)",100,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (16,), 'max_iter': 100, 'random_state': 1}",0.6383333333333333,0.6383333333333333,0.0,401,0.9802083333333332,0.9802083333333332,0.0
74,7.958719968795776,0.0,0.010841846466064453,0.0,0.0001,"(128,)",1000,2,"{'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
270,10.5291268825531,0.0,0.01015019416809082,0.0,0.01,"(128,)",10000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
266,7.063159227371216,0.0,0.01697087287902832,0.0,0.01,"(128,)",1000,2,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 2}",0.6383333333333333,0.6383333333333333,0.0,401,1.0,1.0,0.0
341,3.438581943511963,0.0,0.004438877105712891,0.0,0.1,"(64,)",100,1,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 1}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
251,6.0263800621032715,0.0,0.0029129981994628906,0.0,0.01,"(64,)",1000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 3}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
264,7.809867858886719,0.0,0.013920068740844727,0.0,0.01,"(128,)",1000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 1000, 'random_state': 0}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
330,4.722276210784912,0.0,0.002116680145263672,0.0,0.1,"(32,)",1000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 2}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
255,7.8818299770355225,0.0,0.00603485107421875,0.0,0.01,"(64,)",10000,3,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 3}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
247,5.4826459884643555,0.0,0.0043561458587646484,0.0,0.01,"(64,)",100,3,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
334,4.265561819076538,0.0,0.002103090286254883,0.0,0.1,"(32,)",10000,2,"{'alpha': 0.1, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 2}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
752,2.0771331787109375,0.0,0.012241840362548828,0.0,1000.0,"(256,)",10,0,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 0}",0.6366666666666667,0.6366666666666667,0.0,408,0.8895833333333334,0.8895833333333334,0.0
260,8.40324091911316,0.0,0.027220964431762695,0.0,0.01,"(128,)",100,0,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
345,4.2016072273254395,0.0,0.0027189254760742188,0.0,0.1,"(64,)",1000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 1000, 'random_state': 1}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
487,3.568678855895996,0.0,0.004575014114379883,0.0,10.0,"(8,)",100,3,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 3}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
661,15.476768016815186,0.0,0.006644010543823242,0.0,100.0,"(256,)",100,1,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'max_iter': 100, 'random_state': 1}",0.6366666666666667,0.6366666666666667,0.0,408,0.99125,0.99125,0.0
349,4.825043201446533,0.0,0.003036022186279297,0.0,0.1,"(64,)",10000,1,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'max_iter': 10000, 'random_state': 1}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
268,7.426061153411865,0.0,0.007158041000366211,0.0,0.01,"(128,)",10000,0,"{'alpha': 0.01, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.6366666666666667,0.6366666666666667,0.0,408,1.0,1.0,0.0
781,1.9490461349487305,0.0,0.0019567012786865234,0.0,10000.0,"(8,)",10000,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 10000, 'random_state': 1}",0.6366666666666666,0.6366666666666666,0.0,422,0.6477083333333334,0.6477083333333334,0.0
460,20.041266918182373,0.0,0.005419015884399414,0.0,1.0,"(128,)",10000,0,"{'alpha': 1.0, 'hidden_layer_sizes': (128,), 'max_iter': 10000, 'random_state': 0}",0.6366666666666666,0.6366666666666666,0.0,422,1.0,1.0,0.0
773,1.97635817527771,0.0,0.003762960433959961,0.0,10000.0,"(8,)",100,1,"{'alpha': 10000.0, 'hidden_layer_sizes': (8,), 'max_iter': 100, 'random_state': 1}",0.6366666666666666,0.6366666666666666,0.0,422,0.6477083333333334,0.6477083333333334,0.0
45,18.25877285003662,0.0,0.009804964065551758,0.0,0.0001,"(32,)",10000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 10000, 'random_state': 1}",0.6366666666666666,0.6366666666666666,0.0,422,0.9918750000000002,0.9918750000000002,0.0
548,7.135876178741455,0.0,0.007443904876708984,0.0,10.0,"(128,)",100,0,"{'alpha': 10.0, 'hidden_layer_sizes': (128,), 'max_iter': 100, 'random_state': 0}",0.6366666666666666,0.6366666666666666,0.0,422,0.9987500000000001,0.9987500000000001,0.0
41,19.912774085998535,0.0,0.00494694709777832,0.0,0.0001,"(32,)",1000,1,"{'alpha': 0.0001, 'hidden_layer_sizes': (32,), 'max_iter': 1000, 'random_state': 1}",0.6366666666666666,0.6366666666666666,0.0,422,0.9918750000000002,0.9918750000000002,0.0
727,4.924783229827881,0.0,0.004997730255126953,0.0,1000.0,"(64,)",100,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'max_iter': 100, 'random_state': 3}",0.6366666666666666,0.6366666666666666,0.0,422,0.9720833333333333,0.9720833333333333,0.0
755,2.636899709701538,0.0,0.009813070297241211,0.0,1000.0,"(256,)",10,3,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'max_iter': 10, 'random_state': 3}",0.6366666666666666,0.6366666666666666,0.0,422,0.8627083333333333,0.8627083333333333,0.0
