,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,param_random_state,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score
130,4.742000341415405,0.0,0.002000093460083008,0.0,0.1,"(8,)",2,"{'alpha': 0.1, 'hidden_layer_sizes': (8,), 'random_state': 2}",0.45333333333333337,0.45333333333333337,0.0,309,0.48374999999999996,0.48374999999999996,0.0
308,1.6430015563964844,0.0,0.003999471664428711,0.0,10000.0,"(256,)",0,"{'alpha': 10000.0, 'hidden_layer_sizes': (256,), 'random_state': 0}",0.4533333333333333,0.4533333333333333,0.0,310,0.4502083333333333,0.4502083333333333,0.0
67,0.9710037708282471,0.0,0.002001047134399414,0.0,0.001,"(8,)",3,"{'alpha': 0.001, 'hidden_layer_sizes': (8,), 'random_state': 3}",0.45,0.45,0.0,311,0.4535416666666667,0.4535416666666667,0.0
34,2.5330007076263428,0.0,0.0020003318786621094,0.0,0.0001,"(8,)",2,"{'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'random_state': 2}",0.4466666666666667,0.4466666666666667,0.0,312,0.47500000000000003,0.47500000000000003,0.0
33,0.5150027275085449,0.0,0.002002716064453125,0.0,0.0001,"(8,)",1,"{'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'random_state': 1}",0.445,0.445,0.0,313,0.4447916666666667,0.4447916666666667,0.0
35,0.7190008163452148,0.0,0.0020017623901367188,0.0,0.0001,"(8,)",3,"{'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'random_state': 3}",0.4366666666666667,0.4366666666666667,0.0,314,0.4395833333333334,0.4395833333333334,0.0
192,2.072002410888672,0.0,0.0020003318786621094,0.0,10.0,"(8,)",0,"{'alpha': 10.0, 'hidden_layer_sizes': (8,), 'random_state': 0}",0.43500000000000005,0.43500000000000005,0.0,315,0.45875,0.45875,0.0
64,2.725998878479004,0.0,0.002999544143676758,0.0,0.001,"(8,)",0,"{'alpha': 0.001, 'hidden_layer_sizes': (8,), 'random_state': 0}",0.435,0.435,0.0,316,0.45479166666666665,0.45479166666666665,0.0
135,1.9099993705749512,0.0,0.002999544143676758,0.0,0.1,"(16,)",3,"{'alpha': 0.1, 'hidden_layer_sizes': (16,), 'random_state': 3}",0.42,0.42,0.0,317,0.43083333333333335,0.43083333333333335,0.0
32,1.2999985218048096,0.0,0.0019998550415039062,0.0,0.0001,"(8,)",0,"{'alpha': 0.0001, 'hidden_layer_sizes': (8,), 'random_state': 0}",0.4116666666666667,0.4116666666666667,0.0,318,0.40458333333333335,0.40458333333333335,0.0
128,1.9969978332519531,0.0,0.0020003318786621094,0.0,0.1,"(8,)",0,"{'alpha': 0.1, 'hidden_layer_sizes': (8,), 'random_state': 0}",0.40166666666666667,0.40166666666666667,0.0,319,0.399375,0.399375,0.0
2,1.5120007991790771,0.0,0.0019991397857666016,0.0,1e-05,"(8,)",2,"{'alpha': 1e-05, 'hidden_layer_sizes': (8,), 'random_state': 2}",0.39666666666666667,0.39666666666666667,0.0,320,0.4014583333333333,0.4014583333333333,0.0
7,0.5980017185211182,0.0,0.0019991397857666016,0.0,1e-05,"(16,)",3,"{'alpha': 1e-05, 'hidden_layer_sizes': (16,), 'random_state': 3}",0.35333333333333333,0.35333333333333333,0.0,321,0.37333333333333335,0.37333333333333335,0.0
103,1.215993881225586,0.0,0.0019989013671875,0.0,0.01,"(16,)",3,"{'alpha': 0.01, 'hidden_layer_sizes': (16,), 'random_state': 3}",0.335,0.335,0.0,322,0.3658333333333333,0.3658333333333333,0.0
29,4.822000980377197,0.0,0.009997844696044922,0.0,1e-05,"(1024,)",1,"{'alpha': 1e-05, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
61,4.782274484634399,0.0,0.010000228881835938,0.0,0.0001,"(1024,)",1,"{'alpha': 0.0001, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
253,4.91500186920166,0.0,0.01199960708618164,0.0,100.0,"(1024,)",1,"{'alpha': 100.0, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
93,4.957013845443726,0.0,0.011986732482910156,0.0,0.001,"(1024,)",1,"{'alpha': 0.001, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
221,4.93100118637085,0.0,0.013005971908569336,0.0,10.0,"(1024,)",1,"{'alpha': 10.0, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
125,4.963009834289551,0.0,0.012998580932617188,0.0,0.01,"(1024,)",1,"{'alpha': 0.01, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
285,4.827038764953613,0.0,0.010999917984008789,0.0,1000.0,"(1024,)",1,"{'alpha': 1000.0, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
189,4.872010231018066,0.0,0.012998819351196289,0.0,1.0,"(1024,)",1,"{'alpha': 1.0, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
157,4.9720001220703125,0.0,0.011002779006958008,0.0,0.1,"(1024,)",1,"{'alpha': 0.1, 'hidden_layer_sizes': (1024,), 'random_state': 1}",0.33,0.33,0.0,323,0.3310416666666667,0.3310416666666667,0.0
247,1.1839938163757324,0.0,0.004998683929443359,0.0,100.0,"(256,)",3,"{'alpha': 100.0, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
279,1.1929950714111328,0.0,0.0049915313720703125,0.0,1000.0,"(256,)",3,"{'alpha': 1000.0, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
215,1.273998498916626,0.0,0.004004478454589844,0.0,10.0,"(256,)",3,"{'alpha': 10.0, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
23,1.259997844696045,0.0,0.004999637603759766,0.0,1e-05,"(256,)",3,"{'alpha': 1e-05, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
183,1.1910016536712646,0.0,0.004997968673706055,0.0,1.0,"(256,)",3,"{'alpha': 1.0, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
55,1.2840003967285156,0.0,0.004998445510864258,0.0,0.0001,"(256,)",3,"{'alpha': 0.0001, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
119,1.2779955863952637,0.0,0.0040018558502197266,0.0,0.01,"(256,)",3,"{'alpha': 0.01, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
87,1.2639994621276855,0.0,0.005000591278076172,0.0,0.001,"(256,)",3,"{'alpha': 0.001, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
151,1.270000696182251,0.0,0.005002498626708984,0.0,0.1,"(256,)",3,"{'alpha': 0.1, 'hidden_layer_sizes': (256,), 'random_state': 3}",0.325,0.325,0.0,332,0.3275,0.3275,0.0
142,0.32700109481811523,0.0,0.0020003318786621094,0.0,0.1,"(64,)",2,"{'alpha': 0.1, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
174,0.3260002136230469,0.0,0.0030002593994140625,0.0,1.0,"(64,)",2,"{'alpha': 1.0, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
46,0.32599806785583496,0.0,0.0030002593994140625,0.0,0.0001,"(64,)",2,"{'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
206,0.33599114418029785,0.0,0.0030024051666259766,0.0,10.0,"(64,)",2,"{'alpha': 10.0, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
14,0.3279993534088135,0.0,0.0029990673065185547,0.0,1e-05,"(64,)",2,"{'alpha': 1e-05, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
110,0.32899999618530273,0.0,0.002999544143676758,0.0,0.01,"(64,)",2,"{'alpha': 0.01, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
270,0.3461031913757324,0.0,0.001993417739868164,0.0,1000.0,"(64,)",2,"{'alpha': 1000.0, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
238,0.3359980583190918,0.0,0.003000497817993164,0.0,100.0,"(64,)",2,"{'alpha': 100.0, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
78,0.32799839973449707,0.0,0.0030031204223632812,0.0,0.001,"(64,)",2,"{'alpha': 0.001, 'hidden_layer_sizes': (64,), 'random_state': 2}",0.3183333333333333,0.3183333333333333,0.0,341,0.31833333333333336,0.31833333333333336,0.0
199,0.6050007343292236,0.0,0.0019989013671875,0.0,10.0,"(16,)",3,"{'alpha': 10.0, 'hidden_layer_sizes': (16,), 'random_state': 3}",0.30833333333333335,0.30833333333333335,0.0,350,0.32208333333333333,0.32208333333333333,0.0
71,0.4790010452270508,0.0,0.0029990673065185547,0.0,0.001,"(16,)",3,"{'alpha': 0.001, 'hidden_layer_sizes': (16,), 'random_state': 3}",0.28833333333333333,0.28833333333333333,0.0,351,0.32583333333333336,0.32583333333333336,0.0
96,1.156996488571167,0.0,0.0020008087158203125,0.0,0.01,"(8,)",0,"{'alpha': 0.01, 'hidden_layer_sizes': (8,), 'random_state': 0}",0.27499999999999997,0.27499999999999997,0.0,352,0.285625,0.285625,0.0
